Date,Code,Name,ForeignNet,TrustNet,DealerNet,Total
2026-08-07,6598,ABC-KY,81000,0,2000,83000
2026-08-07,6605,帝寶,261000,0,-3233,257767
2026-08-07,6606,建德工業,-12000,0,20000,8000
2026-08-07,6614,資拓宏宇,10000,0,4000,14000
2026-08-07,6625,必應,57000,0,546,57546
2026-08-07,6641,基士德-KY,-1000,0,0,-1000
2026-08-07,6655,科定,1000,0,0,1000
2026-08-07,6657,華安,19000,0,0,19000
2026-08-07,6658,聯策,-115016,0,2887,-112129
2026-08-07,6666,羅麗芬-KY,3000,0,0,3000
2026-08-07,6668,中揚光,-108000,0,1000,-107000
2026-08-07,6669,緯穎,-138166,92000,-1962,-48128
2026-08-07,6670,復盛應用,192866,-62000,8018,138884
2026-08-07,6671,三能-KY,-6000,0,5000,-1000
2026-08-07,6672,騰輝電子-KY,-415957,0,53792,-362165
2026-08-07,6674,鋐寶科技,-2000,0,0,-2000
2026-08-07,6689,伊雲谷,35000,0,18000,53000
2026-08-07,6691,洋基工程,416850,-1000,14341,430191
2026-08-07,6695,芯鼎,2700,0,-126,2574
2026-08-07,6698,旭暉應材,-14023,0,0,-14023
2026-08-07,6706,惠特,-50020,0,-5471,-55491
2026-08-07,6715,嘉基,14000,-192000,-2283,-180283
2026-08-07,6719,力智,-44638,-10000,-6229,-60867
2026-08-07,6722,輝創,-9000,0,0,-9000
2026-08-07,6742,澤米,-12000,0,1000,-11000
2026-08-07,6743,安普新,-76000,0,0,-76000
2026-08-07,6753,龍德造船,107385,0,97221,204606
2026-08-07,6754,匯僑設計,-1000,0,-1000,-2000
2026-08-07,6756,威鋒電子,15456,0,1075,16531
2026-08-07,6757,台灣虎航,497185,-84000,49000,462185
2026-08-07,6768,志強-KY,229199,-107000,-521,121678
2026-08-07,6770,力積電,-16911014,0,-115595,-17026609
2026-08-07,6771,平和環保-創,-3000,0,2000,-1000
2026-08-07,6776,展碁國際,43000,0,-10150,32850
2026-08-07,6781,AES-KY,1035048,0,-4022,1031026
2026-08-07,6782,視陽,755908,0,50409,806317
2026-08-07,6789,采鈺,-955188,2000,-42182,-995370
2026-08-07,6790,永豐實,4000,0,0,4000
2026-08-07,6792,詠業,13000,0,-2000,11000
2026-08-07,6794,向榮生技,-10000,0,-3000,-13000
2026-08-07,6796,晉弘,-5000,0,0,-5000
2026-08-07,6799,來頡,16000,0,1760,17760
2026-08-07,6805,富世達,9334,340000,-49544,299790
2026-08-07,6807,峰源-KY,-1000,0,0,-1000
2026-08-07,6830,汎銓,-313517,0,-33459,-346976
2026-08-07,6831,邁科,-139689,0,-22701,-162390
2026-08-07,6834,天二科技,-14429,0,0,-14429
2026-08-07,6835,圓裕,11000,0,0,11000
2026-08-07,6838,台新藥,1000,0,0,1000
2026-08-07,6854,錼創科技-KY創,-7000,0,-8259,-15259
2026-08-07,6861,睿生光電,-7961,0,-451,-8412
2026-08-07,6862,三集瑞-KY,-6000,0,-2656,-8656
2026-08-07,6863,永道-KY,138040,0,2000,140040
2026-08-07,6869,雲豹能源,25980,0,17348,43328
2026-08-07,6873,泓德能源,-157000,0,2140,-154860
2026-08-07,6885,全福生技,49090,0,-19000,30090
2026-08-07,6887,寶綠特-KY,-4000,0,-2000,-6000
2026-08-07,6890,來億-KY,52672,0,4086,56758
2026-08-07,6901,鑽石投資,324090,0,3000,327090
2026-08-07,6902,GOGOLOOK,-9000,0,0,-9000
2026-08-07,6906,現觀科,-18000,0,955,-17045
2026-08-07,6908,宏碁遊戲-創,-1000,0,-300,-1300
2026-08-07,6909,創控,-26000,0,0,-26000
2026-08-07,6914,阜爾運通,4000,0,-3000,1000
2026-08-07,6916,華凌,-3000,0,2000,-1000
2026-08-07,6918,愛派司,0,0,3000,3000
2026-08-07,6919,康霈*,-139610,0,-7983,-147593
2026-08-07,6921,嘉雨思-創,11000,0,3000,14000
2026-08-07,6923,中台,58000,0,-20,57980
2026-08-07,6924,榮惠-KY創,-7000,0,5065,-1935
2026-08-07,6928,攸泰科技,10000,0,0,10000
2026-08-07,6931,青松健康,15000,0,1000,16000
2026-08-07,6933,AMAX-KY,25000,0,-751,24249
2026-08-07,6934,心誠鎂,-1000,0,0,-1000
2026-08-07,6936,永鴻生技,3000,0,-2000,1000
2026-08-07,6937,天虹,-148195,-17000,-31186,-196381
2026-08-07,6944,兆聯實業,-107624,0,149,-107475
2026-08-07,6947,台鎔科技,-70100,0,0,-70100
2026-08-07,6949,沛爾生醫-創,-17000,0,237,-16763
2026-08-07,6951,青新-創,-4000,0,0,-4000
2026-08-07,6952,大武山,12000,0,0,12000
2026-08-07,6957,裕慶-KY,4000,0,0,4000
2026-08-07,6958,日盛台駿,-1000,0,2000,1000
2026-08-07,6962,奕力-KY,135000,-15000,-6606,113394
2026-08-07,6965,中傑-KY,0,0,-1000,-1000
2026-08-07,6969,成信實業*-創,-2000,0,0,-2000
2026-08-07,6988,威力暘-創,0,0,-1,-1
2026-08-07,6994,富威電力,4000,0,-1869,2131
2026-08-07,7610,聯友金屬-創,91260,0,-327,90933
2026-08-07,7631,聚賢研發-創,-3000,0,2000,-1000
2026-08-07,7689,大鵬科CLMX,-29000,0,0,-29000
2026-08-07,7705,三商餐飲,-9000,0,0,-9000
2026-08-07,7711,永擎,-202350,0,-35963,-238313
2026-08-07,7721,微程式,9000,0,0,9000
2026-08-07,7722,LINEPAY,28803,0,22727,51530
2026-08-07,7730,暉盛-創,-14000,0,-30,-14030
2026-08-07,7732,金興精密,-1000,0,-1000,-2000
2026-08-07,7736,虎山,-1000,0,-1000,-2000
2026-08-07,7740,熙特爾-創,51100,0,2745,53845
2026-08-07,7749,意騰-KY,-9000,-10000,0,-19000
2026-08-07,7750,新代,-17034,-39000,-629,-56663
2026-08-07,7760,享溫馨,-1000,0,0,-1000
2026-08-07,7765,中華資安,19000,0,14000,33000
2026-08-07,7768,頌勝科技,-10000,0,0,-10000
2026-08-07,7769,鴻勁,8469,-42000,371,-33160
2026-08-07,7780,大研生醫*,-45000,0,-103,-45103
2026-08-07,7786,東方風能,140110,0,-1000,139110
2026-08-07,7788,松川精密,-114552,0,-8720,-123272
2026-08-07,7791,皇家可口,3000,0,0,3000
2026-08-07,7795,長廣,-1494000,0,-4551,-1498551
2026-08-07,7799,禾榮科,3100,0,1000,4100
2026-08-07,7803,雲象科技-創,-20000,0,3000,-17000
2026-08-07,7818,溢泰實業,-11180,0,-1000,-12180
2026-08-07,7821,神數,72000,0,12000,84000
2026-08-07,7822,倍利科,14554,0,5957,20511
2026-08-07,7823,奧義賽博-KY創,-1000,0,2783,1783
2026-08-07,7827,漢康-KY創,95000,0,-5445,89555
2026-08-07,7835,永悅健康-創,4000,0,0,4000
2026-08-07,8011,台通,114615,0,0,114615
2026-08-07,8016,矽創,255103,-13579,18070,259594
2026-08-07,8021,尖點,-1449351,253000,-8092,-1204443
2026-08-07,8028,昇陽半導體,-2172746,-801000,-29876,-3003622
2026-08-07,8033,雷虎,-30084,0,-68000,-98084
2026-08-07,8039,台虹,-102000,0,63907,-38093
2026-08-07,8045,達運光電,-10000,0,1455,-8545
2026-08-07,8046,南電,-841918,0,25182,-816736
2026-08-07,8070,長華*,54163,97,59486,113746
2026-08-07,8072,陞泰,5000,0,0,5000
2026-08-07,8081,致新,-264753,-4534,-13819,-283106
2026-08-07,8103,瀚荃,-802261,0,819,-801442
2026-08-07,8104,錸寶,-104000,0,0,-104000
2026-08-07,8105,凌巨,69000,0,-6000,63000
2026-08-07,8110,華東,-284800,0,-33674,-318474
2026-08-07,8112,至上,8478001,-49635,132924,8561290
2026-08-07,8114,振樺電,241854,0,32199,274053
2026-08-07,8131,福懋科,-557435,0,29210,-528225
2026-08-07,8150,南茂,-3111977,0,-54983,-3166960
2026-08-07,8162,微矽電子-創,-42885,0,3351,-39534
2026-08-07,8163,達方,-52960,0,11546,-41414
2026-08-07,8201,無敵,-3000,0,0,-3000
2026-08-07,8210,勤誠,-1223929,-36000,-29597,-1289526
2026-08-07,8213,志超,840,0,42647,43487
2026-08-07,8215,明基材,120323,0,1932,122255
2026-08-07,8222,寶一,254000,0,1000,255000
2026-08-07,8249,菱光,38425,0,2000,40425
2026-08-07,8261,富鼎,-1009877,0,-65415,-1075292
2026-08-07,8271,宇瞻,329839,0,-137941,191898
2026-08-07,8341,日友,51000,0,8737,59737
2026-08-07,8367,建新國際,0,0,0,0
2026-08-07,8374,羅昇,-94720,0,3100,-91620
2026-08-07,8404,百和興業-KY,-27025,0,1000,-26025
2026-08-07,8411,福貞-KY,18000,0,-9000,9000
2026-08-07,8422,可寧衛*,2605735,-25000,282215,2862950
2026-08-07,8429,金麗-KY,4000,0,-14000,-10000
2026-08-07,8438,昶昕,-964,0,1215,251
2026-08-07,8442,威宏-KY,-5000,0,0,-5000
2026-08-07,8454,富邦媒,234140,0,32000,266140
2026-08-07,8462,柏文,52810,0,2000,54810
2026-08-07,8463,潤泰材,33000,0,3000,36000
2026-08-07,8464,億豐,-122579,77000,3441,-42138
2026-08-07,8466,美吉吉-KY,-2000,0,0,-2000
2026-08-07,8467,波力-KY,2000,0,0,2000
2026-08-07,8473,山林水,-220400,0,-917,-221317
2026-08-07,8476,台境*,-241000,0,-1000,-242000
2026-08-07,8478,東哥遊艇,-17000,0,1000,-16000
2026-08-07,8482,商億-KY,0,0,0,0
2026-08-07,8487,愛爾達-創,0,0,781,781
2026-08-07,8488,吉源-KY,15000,0,0,15000
2026-08-07,8499,鼎炫-KY,17000,0,-130,16870
2026-08-07,8926,台汽電,-2849012,0,16673,-2832339
2026-08-07,8940,新天地,1000,0,2000,3000
2026-08-07,8996,高力,-447759,258000,-18730,-208489
2026-08-07,9802,鈺齊-KY,531330,-153000,1590,379920
2026-08-07,9902,台火,3000,0,2000,5000
2026-08-07,9904,寶成,2078735,123000,-93111,2108624
2026-08-07,9905,大華,3000,0,0,3000
2026-08-07,9906,欣巴巴,19000,0,3000,22000
2026-08-07,9907,統一實,1720000,-8000,21000,1733000
2026-08-07,9908,大台北,-27097,0,1946,-25151
2026-08-07,9910,豐泰,152775,54000,5489,212264
2026-08-07,9911,櫻花,98000,0,-10000,88000
2026-08-07,9912,偉聯,2000,0,0,2000
2026-08-07,9914,美利達,357245,0,-30439,326806
2026-08-07,9917,中保科,58025,-3000,0,55025
2026-08-07,9918,欣天然,-4000,0,0,-4000
2026-08-07,9919,康那香,118009,0,1000,119009
2026-08-07,9921,巨大,440667,0,60997,501664
2026-08-07,9924,福興,109000,0,3000,112000
2026-08-07,9925,新保,-169000,0,5000,-164000
2026-08-07,9926,新海,0,0,0,0
2026-08-07,9927,泰銘,38497,0,2000,40497
2026-08-07,9928,中視,0,0,0,0
2026-08-07,9929,秋雨,1000,0,2000,3000
2026-08-07,9930,中聯資源,-124000,0,8000,-116000
2026-08-07,9931,欣高,-7000,0,-177,-7177
2026-08-07,9933,中鼎,263823,0,-104467,159356
2026-08-07,9934,成霖,32492,0,0,32492
2026-08-07,9935,慶豐富,326000,0,8000,334000
2026-08-07,9937,全國,0,0,-10000,-10000
2026-08-07,9938,百和,-250318,-338000,-31702,-620020
2026-08-07,9939,宏全,1292040,-1000,27177,1318217
2026-08-07,9940,信義,159876,0,17000,176876
2026-08-07,9941,裕融,1323810,100000,3175,1426985
2026-08-07,9942,茂順,8000,0,-5000,3000
2026-08-07,9943,好樂迪,-3000,0,20000,17000
2026-08-07,9944,新麗,-8000,0,8000,0
2026-08-07,9945,潤泰新,2558147,0,179386,2737533
2026-08-07,9946,三發地產,69999,0,0,69999
2026-08-07,9955,佳龍,47001,0,0,47001
2026-08-07,9958,世紀鋼,1110152,0,72708,1182860
2026-08-10,1101,台泥,3692861,0,-29537,3663324
2026-08-10,1102,亞泥,478689,-134391,-218270,126028
2026-08-10,1103,嘉泥,-33836,0,6000,-27836
2026-08-10,1104,環泥,168850,0,2867,171717
2026-08-10,1108,幸福,99000,0,0,99000
2026-08-10,1109,信大,-52000,0,2000,-50000
2026-08-10,1110,東泥,168449,0,2000,170449
2026-08-10,1201,味全,-100630,0,3000,-97630
2026-08-10,1203,味王,5000,0,2000,7000
2026-08-10,1210,大成,734732,49000,246489,1030221
2026-08-10,1215,卜蜂,-21502,0,1546,-19956
2026-08-10,1216,統一,4997136,-85000,-358922,4553214
2026-08-10,1217,愛之味,-29000,0,3000,-26000
2026-08-10,1218,泰山,242000,0,3000,245000
2026-08-10,1219,福壽,54616,0,2000,56616
2026-08-10,1220,台榮,9000,0,-3000,6000
2026-08-10,1225,福懋油,28000,0,-3000,25000
2026-08-10,1227,佳格,-206579,0,7768,-198811
2026-08-10,1229,聯華,46000,6000,16129,68129
2026-08-10,1231,聯華食,-96200,0,2000,-94200
2026-08-10,1232,大統益,-26340,0,1000,-25340
2026-08-10,1233,天仁,2000,0,-2000,0
2026-08-10,1234,黑松,-61000,0,-3000,-64000
2026-08-10,1235,興泰,1000,0,0,1000
2026-08-10,1236,宏亞,-35000,0,0,-35000
2026-08-10,1256,鮮活果汁-KY,458,0,0,458
2026-08-10,1301,台塑,-1032441,0,-30669,-1063110
2026-08-10,1303,南亞,-22708891,352037,-356930,-22713784
2026-08-10,1304,台聚,427270,0,51699,478969
2026-08-10,1305,華夏,132540,0,2878,135418
2026-08-10,1307,三芳,-1178000,0,-12635,-1190635
2026-08-10,1308,亞聚,1558479,0,-12930,1545549
2026-08-10,1309,台達化,375842,0,4523,380365
2026-08-10,1310,台苯,933666,0,11911,945577
2026-08-10,1312,國喬,-161700,0,-49081,-210781
2026-08-10,1313,聯成,462996,0,-7,462989
2026-08-10,1314,中石化,-4030963,0,260636,-3770327
2026-08-10,1315,達新,-65000,0,0,-65000
2026-08-10,1316,上曜,-45770,0,0,-45770
2026-08-10,1319,東陽,567094,-72000,-13999,481095
2026-08-10,1321,大洋,8000,0,1000,9000
2026-08-10,1323,永裕,204000,0,-1000,203000
2026-08-10,1324,地球,16000,0,0,16000
2026-08-10,1325,恆大,-214297,0,0,-214297
2026-08-10,1326,台化,-2374760,0,43206,-2331554
2026-08-10,1337,再生-KY,48117,0,0,48117
2026-08-10,1338,廣華-KY,23000,0,0,23000
2026-08-10,1339,昭輝,1000,0,1000,2000
2026-08-10,1340,勝悅-KY,133000,0,0,133000
2026-08-10,1341,富林-KY,1000,0,0,1000
2026-08-10,1342,八貫,-78285,0,-1596,-79881
2026-08-10,1402,遠東新,6264171,59842,42842,6366855
2026-08-10,1409,新纖,-275001,0,16863,-258138
2026-08-10,1410,南染,0,0,0,0
2026-08-10,1413,宏洲,-2000,0,0,-2000
2026-08-10,1414,東和,233471,0,1000,234471
2026-08-10,1416,廣豐,-80000,0,5000,-75000
2026-08-10,1417,嘉裕,-14000,0,-2000,-16000
2026-08-10,1418,東華,1000,0,0,1000
2026-08-10,1419,新紡,0,0,3000,3000
2026-08-10,1423,利華,2000,0,0,2000
2026-08-10,1432,大魯閣,144978,0,0,144978
2026-08-10,1434,福懋,1169484,0,10000,1179484
2026-08-10,1435,中福,1000,0,0,1000
2026-08-10,1436,華友聯,98624,0,-5000,93624
2026-08-10,1437,勤益控,-40000,0,0,-40000
2026-08-10,1438,三地開發,1000,0,0,1000
2026-08-10,1439,雋揚,7000,0,0,7000
2026-08-10,1440,南紡,1999011,0,293395,2292406
2026-08-10,1441,大東,-1000,0,0,-1000
2026-08-10,1442,名軒,44380,0,35000,79380
2026-08-10,1443,立益物流,0,0,0,0
2026-08-10,1444,力麗,-134870,0,-28000,-162870
2026-08-10,1445,大宇,5000,0,4000,9000
2026-08-10,1446,宏和,10000,0,0,10000
2026-08-10,1447,力鵬,314948,0,0,314948
2026-08-10,1449,佳和,35137,0,22,35159
2026-08-10,1451,年興,-25000,0,-1000,-26000
2026-08-10,1452,宏益,-40999,0,-3000,-43999
2026-08-10,1453,大將,10000,0,0,10000
2026-08-10,1454,台富,1000,0,0,1000
2026-08-10,1455,集盛,748061,0,65104,813165
2026-08-10,1456,怡華,5000,0,0,5000
2026-08-10,1457,宜進,-1000,0,0,-1000
2026-08-10,1459,聯發,9679,0,-1000,8679
2026-08-10,1460,宏遠,-16939,0,0,-16939
2026-08-10,1463,強盛新,-1000,0,0,-1000
2026-08-10,1464,得力,108208,0,0,108208
2026-08-10,1465,偉全,8000,0,0,8000
2026-08-10,1466,聚隆,145617,0,0,145617
2026-08-10,1467,南緯,-133807,0,35000,-98807
2026-08-10,1468,昶和,-9000,0,1000,-8000
2026-08-10,1470,大統新創,1000,0,0,1000
2026-08-10,1471,首利,30000,0,4000,34000
2026-08-10,1472,三洋實業,3000,0,-2000,1000
2026-08-10,1473,台南,6000,0,0,6000
2026-08-10,1474,弘裕,0,0,0,0
2026-08-10,1475,業旺,-2000,0,0,-2000
2026-08-10,1476,儒鴻,-688947,8062,44947,-635938
2026-08-10,1477,聚陽,-868551,25000,-17541,-861092
2026-08-10,1503,士電,8175,2000,7630,17805
2026-08-10,1504,東元,1860500,4629,128216,1993345
2026-08-10,1506,正道,89432,0,-5000,84432
2026-08-10,1512,瑞利,-2000,0,0,-2000
2026-08-10,1513,中興電,353293,-1443,1976,353826
2026-08-10,1514,亞力,82130,0,4805,86935
2026-08-10,1515,力山,-543281,0,-1295,-544576
2026-08-10,1516,川飛,0,0,1000,1000
2026-08-10,1517,利奇,-78198,0,0,-78198
2026-08-10,1519,華城,111134,0,43777,154911
2026-08-10,1521,大億,4000,0,0,4000
2026-08-10,1522,堤維西,53999,0,-2999,51000
2026-08-10,1524,耿鼎,37047,0,-7000,30047
2026-08-10,1525,江申,1000,0,0,1000
2026-08-10,1526,日馳,-84394,0,0,-84394
2026-08-10,1527,鑽全,422,0,0,422
2026-08-10,1528,恩德,-112345,0,347,-111998
2026-08-10,1529,樂事綠能,-10407,0,0,-10407
2026-08-10,1530,亞崴,-31000,0,1661,-29339
2026-08-10,1531,高林股,36000,0,-6000,30000
2026-08-10,1532,勤美,-53000,0,2009,-50991
2026-08-10,1533,車王電,71000,0,-2000,69000
2026-08-10,1535,中宇,7000,0,0,7000
2026-08-10,1536,和大,558376,0,-14939,543437
2026-08-10,1537,廣隆,-30742,0,1000,-29742
2026-08-10,1539,巨庭,30000,0,0,30000
2026-08-10,1540,喬福,-111000,0,0,-111000
2026-08-10,1541,錩泰,-2000,0,0,-2000
2026-08-10,1558,伸興,67000,0,1000,68000
2026-08-10,1560,中砂,204317,-4000,7060,207377
2026-08-10,1563,巧新,-1114147,0,110935,-1003212
2026-08-10,1568,倉佑,-39450,0,825,-38625
2026-08-10,1582,信錦,291841,0,24968,316809
2026-08-10,1583,程泰,1000,0,0,1000
2026-08-10,1587,吉茂,50000,0,-283,49717
2026-08-10,1590,亞德客-KY,30765,-383415,5012,-347638
2026-08-10,1597,直得,-107199,0,30216,-76983
2026-08-10,1598,岱宇,5770,0,1000,6770
2026-08-10,1603,華電,56318,0,0,56318
2026-08-10,1604,聲寶,-3000,0,4000,1000
2026-08-10,1605,華新,32071669,-141,1253693,33325221
2026-08-10,1608,華榮,3197463,0,37648,3235111
2026-08-10,1609,大亞,-216854,0,-65963,-282817
2026-08-10,1611,中電,-102767,0,2000,-100767
2026-08-10,1612,宏泰,248230,0,-6574,241656
2026-08-10,1614,三洋電,20000,0,0,20000
2026-08-10,1615,大山,17668,0,-2000,15668
2026-08-10,1616,億泰,124744,0,-3601,121143
2026-08-10,1617,榮星,359841,0,-7001,352840
2026-08-10,1618,合機,641997,0,112106,754103
2026-08-10,1623,大東電,-5954,0,1,-5953
2026-08-10,1626,艾美特-KY,-7000,0,-1000,-8000
2026-08-10,1702,南僑,15089,0,2000,17089
2026-08-10,1707,葡萄王,36593,0,-1000,35593
2026-08-10,1708,東鹼,156439,0,26120,182559
2026-08-10,1709,和益,742487,0,-62,742425
2026-08-10,1710,東聯,216339,0,-13605,202734
2026-08-10,1711,永光,418687,0,84953,503640
2026-08-10,1712,興農,308394,0,3000,311394
2026-08-10,1713,國化,-96333,0,0,-96333
2026-08-10,1714,和桐,-4242291,0,56325,-4185966
2026-08-10,1717,長興,4259594,401238,476895,5137727
2026-08-10,1718,中纖,3948254,0,-84852,3863402
2026-08-10,1720,生達,-282066,0,900,-281166
2026-08-10,1721,三晃,160603,0,1000,161603
2026-08-10,1722,台肥,638455,3000,120994,762449
2026-08-10,1723,中碳,295865,0,6976,302841
2026-08-10,1725,元禎,11000,0,0,11000
2026-08-10,1726,永記,-4050,0,0,-4050
2026-08-10,1727,中華化,459077,0,2630,461707
2026-08-10,1730,花仙子,0,0,0,0
2026-08-10,1731,美吾華,-56309,0,-11000,-67309
2026-08-10,1732,毛寶,-100291,0,0,-100291
2026-08-10,1733,五鼎,-157411,0,0,-157411
2026-08-10,1734,杏輝,53347,0,0,53347
2026-08-10,1735,日勝化,-11412,0,155,-11257
2026-08-10,1736,喬山,959262,0,6000,965262
2026-08-10,1737,臺鹽,-49000,0,20000,-29000
2026-08-10,1752,南光,17000,0,-1000,16000
2026-08-10,1760,寶齡富錦,-8000,0,0,-8000
2026-08-10,1762,中化生,-90960,0,6000,-84960
2026-08-10,1773,勝一,230349,-55000,25395,200744
2026-08-10,1776,展宇,2000,0,0,2000
2026-08-10,1783,和康生,18000,0,8000,26000
2026-08-10,1786,科妍,159000,0,13433,172433
2026-08-10,1789,神隆,-148140,0,17367,-130773
2026-08-10,1795,美時,867682,0,51403,919085
2026-08-10,1802,台玻,776081,0,117849,893930
2026-08-10,1805,寶徠,2000,0,0,2000
2026-08-10,1806,冠軍,9000,0,3000,12000
2026-08-10,1808,潤隆,390730,0,27000,417730
2026-08-10,1809,中釉,663000,0,-1884,661116
2026-08-10,1810,和成,-217926,0,1998,-215928
2026-08-10,1817,凱撒衛,3000,0,0,3000
2026-08-10,1903,士紙,8884,0,-383,8501
2026-08-10,1904,正隆,4718304,0,112175,4830479
2026-08-10,1905,華紙,614087,0,8144,622231
2026-08-10,1906,寶隆,22000,0,2000,24000
2026-08-10,1907,永豐餘,127087,0,19000,146087
2026-08-10,1909,榮成,1409000,0,7000,1416000
2026-08-10,2002,中鋼,64052416,0,4654766,68707182
2026-08-10,2006,東和鋼鐵,-4274,0,-1437,-5711
2026-08-10,2007,燁興,93000,0,0,93000
2026-08-10,2008,高興昌,4000,0,0,4000
2026-08-10,2009,第一銅,142000,0,26159,168159
2026-08-10,2010,春源,2037297,0,-81000,1956297
2026-08-10,2012,春雨,0,0,0,0
2026-08-10,2013,中鋼構,35157,0,8000,43157
2026-08-10,2014,中鴻,3799039,0,-8000,3791039
2026-08-10,2015,豐興,6919,7000,19000,32919
2026-08-10,2017,官田鋼,170358,0,3000,173358
2026-08-10,2020,美亞,41000,0,2000,43000
2026-08-10,2022,聚亨,219413,0,0,219413
2026-08-10,2023,燁輝,198000,0,15000,213000
2026-08-10,2024,志聯,1000,0,0,1000
2026-08-10,2025,千興,118319,0,-13000,105319
2026-08-10,2027,大成鋼,3770329,455234,-162769,4062794
2026-08-10,2028,威致,53000,0,0,53000
2026-08-10,2029,盛餘,287491,0,1635,289126
2026-08-10,2030,彰源,1748728,0,8848,1757576
2026-08-10,2031,新光鋼,461832,0,-18727,443105
2026-08-10,2032,新鋼,1009890,0,0,1009890
2026-08-10,2033,佳大,150000,0,3332,153332
2026-08-10,2034,允強,1310141,0,11355,1321496
2026-08-10,2038,海光,176731,0,2000,178731
2026-08-10,2049,上銀,-496340,912,-92977,-588405
2026-08-10,2059,川湖,227675,15529,-23880,219324
2026-08-10,2062,橋椿,-33199,0,-26000,-59199
2026-08-10,2069,運錩,136532,0,0,136532
2026-08-10,2072,世紀風電,71969,0,-1712,70257
2026-08-10,2101,南港,-1048036,0,-1738,-1049774
2026-08-10,2102,泰豐,22077,0,3000,25077
2026-08-10,2103,台橡,6635026,0,-596969,6038057
2026-08-10,2104,國際中橡,2955789,0,145886,3101675
2026-08-10,2105,正新,239974,97351,-150997,186328
2026-08-10,2106,建大,163000,0,18000,181000
2026-08-10,2107,厚生,-7661,0,6000,-1661
2026-08-10,2108,南帝,1225768,0,87054,1312822
2026-08-10,2109,華豐,28852,0,0,28852
2026-08-10,2114,鑫永銓,13000,0,0,13000
